年度,性別,縣市,癌別,WHO2000年人口標準化發生率(每10萬人口),粗發生率(每10萬人口)
1999,女,基隆市,陰道、外陰部及其他女性生殖器官,1.54,1.6
1999,女,新竹市,陰道、外陰部及其他女性生殖器官,1.38,1.13
1999,女,嘉義市,陰道、外陰部及其他女性生殖器官,0.65,0.76
1999,女,新北市,陰道、外陰部及其他女性生殖器官,1.23,1.04
1999,女,桃園縣,陰道、外陰部及其他女性生殖器官,2.3,1.83
1999,女,新竹縣,陰道、外陰部及其他女性生殖器官,1.6,1.45
1999,女,宜蘭縣,陰道、外陰部及其他女性生殖器官,1.2,1.34
1999,女,苗栗縣,陰道、外陰部及其他女性生殖器官,1.53,1.88
1999,女,彰化縣,陰道、外陰部及其他女性生殖器官,1.33,1.43
1999,女,南投縣,陰道、外陰部及其他女性生殖器官,1.34,1.54
1999,女,雲林縣,陰道、外陰部及其他女性生殖器官,0.51,0.57
1999,女,屏東縣,陰道、外陰部及其他女性生殖器官,0.42,0.46
1999,女,花蓮縣,陰道、外陰部及其他女性生殖器官,2.21,2.39
1999,女,台東縣,陰道、外陰部及其他女性生殖器官,0.84,0.87
2000,不分男女,全國,陰道、外陰部及其他女性生殖器官,0.56,0.57
2000,不分男女,台北市,陰道、外陰部及其他女性生殖器官,0.51,0.57
2000,不分男女,台中市,陰道、外陰部及其他女性生殖器官,0.6,0.49
2000,不分男女,台南市,陰道、外陰部及其他女性生殖器官,0.45,0.49
2000,不分男女,高雄市,陰道、外陰部及其他女性生殖器官,0.61,0.59
2000,不分男女,基隆市,陰道、外陰部及其他女性生殖器官,0.46,0.51
2000,不分男女,新竹市,陰道、外陰部及其他女性生殖器官,0.49,0.54
2000,不分男女,嘉義市,陰道、外陰部及其他女性生殖器官,1,1.13
2000,不分男女,新北市,陰道、外陰部及其他女性生殖器官,0.43,0.39
2000,不分男女,桃園縣,陰道、外陰部及其他女性生殖器官,1.03,0.98
2000,不分男女,宜蘭縣,陰道、外陰部及其他女性生殖器官,0.83,0.86
2000,不分男女,苗栗縣,陰道、外陰部及其他女性生殖器官,0.45,0.54
2000,不分男女,彰化縣,陰道、外陰部及其他女性生殖器官,0.57,0.61
2000,不分男女,南投縣,陰道、外陰部及其他女性生殖器官,1.12,1.48
2000,不分男女,雲林縣,陰道、外陰部及其他女性生殖器官,0.59,0.67
2000,不分男女,嘉義縣,陰道、外陰部及其他女性生殖器官,0.44,0.53
2000,不分男女,屏東縣,陰道、外陰部及其他女性生殖器官,0.37,0.44
2000,不分男女,花蓮縣,陰道、外陰部及其他女性生殖器官,0.42,0.57
2000,女,全國,陰道、外陰部及其他女性生殖器官,1.13,1.17
2000,女,台北市,陰道、外陰部及其他女性生殖器官,1.02,1.12
2000,女,台中市,陰道、外陰部及其他女性生殖器官,1.21,0.99
2000,女,台南市,陰道、外陰部及其他女性生殖器官,0.9,1
2000,女,高雄市,陰道、外陰部及其他女性生殖器官,1.28,1.2
2000,女,基隆市,陰道、外陰部及其他女性生殖器官,0.91,1.06
2000,女,新竹市,陰道、外陰部及其他女性生殖器官,1.06,1.11
2000,女,嘉義市,陰道、外陰部及其他女性生殖器官,2.11,2.27
2000,女,新北市,陰道、外陰部及其他女性生殖器官,0.88,0.79
2000,女,桃園縣,陰道、外陰部及其他女性生殖器官,2.3,2.02
2000,女,宜蘭縣,陰道、外陰部及其他女性生殖器官,1.73,1.78
2000,女,苗栗縣,陰道、外陰部及其他女性生殖器官,0.93,1.13
2000,女,彰化縣,陰道、外陰部及其他女性生殖器官,1.08,1.27
2000,女,南投縣,陰道、外陰部及其他女性生殖器官,2.29,3.09
2000,女,雲林縣,陰道、外陰部及其他女性生殖器官,1.29,1.43
2000,女,嘉義縣,陰道、外陰部及其他女性生殖器官,1,1.13
2000,女,屏東縣,陰道、外陰部及其他女性生殖器官,0.77,0.92
2000,女,花蓮縣,陰道、外陰部及其他女性生殖器官,1.12,1.2
2001,不分男女,全國,陰道、外陰部及其他女性生殖器官,0.51,0.53
2001,不分男女,台北市,陰道、外陰部及其他女性生殖器官,0.46,0.57
2001,不分男女,台中市,陰道、外陰部及其他女性生殖器官,0.75,0.64
2001,不分男女,台南市,陰道、外陰部及其他女性生殖器官,0.25,0.27
2001,不分男女,高雄市,陰道、外陰部及其他女性生殖器官,0.45,0.44
2001,不分男女,基隆市,陰道、外陰部及其他女性生殖器官,0.2,0.26
2001,不分男女,新竹市,陰道、外陰部及其他女性生殖器官,1.09,1.07
2001,不分男女,嘉義市,陰道、外陰部及其他女性生殖器官,0.69,0.75
2001,不分男女,新北市,陰道、外陰部及其他女性生殖器官,0.77,0.66
2001,不分男女,桃園縣,陰道、外陰部及其他女性生殖器官,0.47,0.45
2001,不分男女,新竹縣,陰道、外陰部及其他女性生殖器官,0.36,0.45
2001,不分男女,宜蘭縣,陰道、外陰部及其他女性生殖器官,0.18,0.21
2001,不分男女,苗栗縣,陰道、外陰部及其他女性生殖器官,0.14,0.18
2001,不分男女,彰化縣,陰道、外陰部及其他女性生殖器官,0.46,0.46
2001,不分男女,南投縣,陰道、外陰部及其他女性生殖器官,0.63,0.74
2001,不分男女,雲林縣,陰道、外陰部及其他女性生殖器官,0.8,0.94
2001,不分男女,嘉義縣,陰道、外陰部及其他女性生殖器官,0.12,0.18
2001,不分男女,屏東縣,陰道、外陰部及其他女性生殖器官,0.38,0.44
2001,不分男女,澎湖縣,陰道、外陰部及其他女性生殖器官,0.95,1.08
2001,不分男女,花蓮縣,陰道、外陰部及其他女性生殖器官,0.45,0.57
2001,不分男女,台東縣,陰道、外陰部及其他女性生殖器官,0.66,0.82
2001,女,全國,陰道、外陰部及其他女性生殖器官,1.03,1.08
2001,女,台北市,陰道、外陰部及其他女性生殖器官,0.94,1.12
2001,女,台中市,陰道、外陰部及其他女性生殖器官,1.53,1.3
2001,女,台南市,陰道、外陰部及其他女性生殖器官,0.47,0.55
2001,女,高雄市,陰道、外陰部及其他女性生殖器官,0.92,0.9
2001,女,基隆市,陰道、外陰部及其他女性生殖器官,0.45,0.52
2001,女,新竹市,陰道、外陰部及其他女性生殖器官,2.32,2.18
2001,女,嘉義市,陰道、外陰部及其他女性生殖器官,1.4,1.5
2001,女,新北市,陰道、外陰部及其他女性生殖器官,1.55,1.34
2001,女,桃園縣,陰道、外陰部及其他女性生殖器官,1.06,0.93
2001,女,新竹縣,陰道、外陰部及其他女性生殖器官,0.76,0.94
2001,女,宜蘭縣,陰道、外陰部及其他女性生殖器官,0.33,0.44
2001,女,苗栗縣,陰道、外陰部及其他女性生殖器官,0.29,0.38
2001,女,彰化縣,陰道、外陰部及其他女性生殖器官,0.91,0.95
2001,女,南投縣,陰道、外陰部及其他女性生殖器官,1.3,1.54
2001,女,雲林縣,陰道、外陰部及其他女性生殖器官,1.57,1.99
2001,女,嘉義縣,陰道、外陰部及其他女性生殖器官,0.23,0.38
2001,女,屏東縣,陰道、外陰部及其他女性生殖器官,0.78,0.92
2001,女,澎湖縣,陰道、外陰部及其他女性生殖器官,1.92,2.26
2001,女,花蓮縣,陰道、外陰部及其他女性生殖器官,0.99,1.2
2001,女,台東縣,陰道、外陰部及其他女性生殖器官,1.42,1.76
2002,不分男女,全國,陰道、外陰部及其他女性生殖器官,0.43,0.46
2002,不分男女,台北市,陰道、外陰部及其他女性生殖器官,0.49,0.61
2002,不分男女,台中市,陰道、外陰部及其他女性生殖器官,0.48,0.48
2002,不分男女,台南市,陰道、外陰部及其他女性生殖器官,0.77,0.86
2002,不分男女,高雄市,陰道、外陰部及其他女性生殖器官,0.47,0.47
2002,不分男女,基隆市,陰道、外陰部及其他女性生殖器官,0.21,0.26
2002,不分男女,新竹市,陰道、外陰部及其他女性生殖器官,0.36,0.26
2002,不分男女,嘉義市,陰道、外陰部及其他女性生殖器官,0.75,0.75
2002,不分男女,新北市,陰道、外陰部及其他女性生殖器官,0.37,0.36
2002,不分男女,桃園縣,陰道、外陰部及其他女性生殖器官,0.24,0.22
2002,不分男女,新竹縣,陰道、外陰部及其他女性生殖器官,0.95,1.1
2002,不分男女,宜蘭縣,陰道、外陰部及其他女性生殖器官,0.19,0.22
2002,不分男女,苗栗縣,陰道、外陰部及其他女性生殖器官,0.53,0.71
2002,不分男女,彰化縣,陰道、外陰部及其他女性生殖器官,0.26,0.3
2002,不分男女,南投縣,陰道、外陰部及其他女性生殖器官,0.13,0.18
2002,不分男女,雲林縣,陰道、外陰部及其他女性生殖器官,0.27,0.4
2002,不分男女,嘉義縣,陰道、外陰部及其他女性生殖器官,0.29,0.36
2002,不分男女,屏東縣,陰道、外陰部及其他女性生殖器官,0.26,0.33
2002,不分男女,花蓮縣,陰道、外陰部及其他女性生殖器官,0.6,0.57
2002,不分男女,台東縣,陰道、外陰部及其他女性生殖器官,0.47,0.41
2002,女,全國,陰道、外陰部及其他女性生殖器官,0.87,0.94
2002,女,台北市,陰道、外陰部及其他女性生殖器官,0.99,1.19
2002,女,台中市,陰道、外陰部及其他女性生殖器官,1,0.97
2002,女,台南市,陰道、外陰部及其他女性生殖器官,1.5,1.76
2002,女,高雄市,陰道、外陰部及其他女性生殖器官,0.96,0.97
2002,女,基隆市,陰道、外陰部及其他女性生殖器官,0.46,0.52
2002,女,新竹市,陰道、外陰部及其他女性生殖器官,0.7,0.54
2002,女,嘉義市,陰道、外陰部及其他女性生殖器官,1.36,1.5
2002,女,新北市,陰道、外陰部及其他女性生殖器官,0.78,0.72
2002,女,桃園縣,陰道、外陰部及其他女性生殖器官,0.55,0.46
2002,女,新竹縣,陰道、外陰部及其他女性生殖器官,1.97,2.31
2002,女,宜蘭縣,陰道、外陰部及其他女性生殖器官,0.33,0.45
2002,女,苗栗縣,陰道、外陰部及其他女性生殖器官,1.04,1.5
2002,女,彰化縣,陰道、外陰部及其他女性生殖器官,0.49,0.63
2002,女,南投縣,陰道、外陰部及其他女性生殖器官,0.25,0.39
2002,女,雲林縣,陰道、外陰部及其他女性生殖器官,0.53,0.85
2002,女,嘉義縣,陰道、外陰部及其他女性生殖器官,0.59,0.75
2002,女,屏東縣,陰道、外陰部及其他女性生殖器官,0.53,0.69
2002,女,花蓮縣,陰道、外陰部及其他女性生殖器官,1.17,1.2
2002,女,台東縣,陰道、外陰部及其他女性生殖器官,0.93,0.88
2003,不分男女,全國,陰道、外陰部及其他女性生殖器官,0.59,0.66
2003,不分男女,台北市,陰道、外陰部及其他女性生殖器官,0.69,0.91
2003,不分男女,台中市,陰道、外陰部及其他女性生殖器官,0.71,0.71
2003,不分男女,台南市,陰道、外陰部及其他女性生殖器官,0.48,0.54
2003,不分男女,高雄市,陰道、外陰部及其他女性生殖器官,0.51,0.58
2003,不分男女,基隆市,陰道、外陰部及其他女性生殖器官,1.14,1.27
2003,不分男女,新竹市,陰道、外陰部及其他女性生殖器官,0.71,0.78
2003,不分男女,嘉義市,陰道、外陰部及其他女性生殖器官,0.97,1.11
2003,不分男女,新北市,陰道、外陰部及其他女性生殖器官,0.68,0.65
2003,不分男女,桃園縣,陰道、外陰部及其他女性生殖器官,0.48,0.49
2003,不分男女,新竹縣,陰道、外陰部及其他女性生殖器官,0.34,0.44
2003,不分男女,宜蘭縣,陰道、外陰部及其他女性生殖器官,0.58,0.65
2003,不分男女,苗栗縣,陰道、外陰部及其他女性生殖器官,0.28,0.36
2003,不分男女,彰化縣,陰道、外陰部及其他女性生殖器官,0.23,0.3
2003,不分男女,南投縣,陰道、外陰部及其他女性生殖器官,0.4,0.56
2003,不分男女,雲林縣,陰道、外陰部及其他女性生殖器官,1.17,1.62
2003,不分男女,嘉義縣,陰道、外陰部及其他女性生殖器官,0.33,0.54
2003,不分男女,屏東縣,陰道、外陰部及其他女性生殖器官,0.47,0.55
2003,不分男女,花蓮縣,陰道、外陰部及其他女性生殖器官,0.66,0.85
2003,不分男女,台東縣,陰道、外陰部及其他女性生殖器官,0.39,0.41
2003,女,全國,陰道、外陰部及其他女性生殖器官,1.19,1.35
2003,女,台北市,陰道、外陰部及其他女性生殖器官,1.37,1.8
2003,女,台中市,陰道、外陰部及其他女性生殖器官,1.39,1.43
2003,女,台南市,陰道、外陰部及其他女性生殖器官,0.96,1.1
2003,女,高雄市,陰道、外陰部及其他女性生殖器官,1.09,1.19
2003,女,基隆市,陰道、外陰部及其他女性生殖器官,2.33,2.6
2003,女,新竹市,陰道、外陰部及其他女性生殖器官,1.46,1.59
2003,女,嘉義市,陰道、外陰部及其他女性生殖器官,1.89,2.23
2003,女,新北市,陰道、外陰部及其他女性生殖器官,1.38,1.31
2003,女,桃園縣,陰道、外陰部及其他女性生殖器官,1.04,1.01
2003,女,新竹縣,陰道、外陰部及其他女性生殖器官,0.68,0.91
2003,女,宜蘭縣,陰道、外陰部及其他女性生殖器官,1.18,1.34
2003,女,苗栗縣,陰道、外陰部及其他女性生殖器官,0.57,0.75
2003,女,彰化縣,陰道、外陰部及其他女性生殖器官,0.42,0.63
2003,女,南投縣,陰道、外陰部及其他女性生殖器官,0.81,1.16
2003,女,雲林縣,陰道、外陰部及其他女性生殖器官,2.28,3.43
2003,女,嘉義縣,陰道、外陰部及其他女性生殖器官,0.61,1.13
2003,女,屏東縣,陰道、外陰部及其他女性生殖器官,0.95,1.15
2003,女,花蓮縣,陰道、外陰部及其他女性生殖器官,1.39,1.8
2003,女,台東縣,陰道、外陰部及其他女性生殖器官,0.88,0.88
2004,不分男女,全國,陰道、外陰部及其他女性生殖器官,0.48,0.56
2004,不分男女,台北市,陰道、外陰部及其他女性生殖器官,0.45,0.61
2004,不分男女,台中市,陰道、外陰部及其他女性生殖器官,0.63,0.63
2004,不分男女,台南市,陰道、外陰部及其他女性生殖器官,0.5,0.59
2004,不分男女,高雄市,陰道、外陰部及其他女性生殖器官,0.49,0.55
2004,不分男女,基隆市,陰道、外陰部及其他女性生殖器官,0.43,0.51
2004,不分男女,新竹市,陰道、外陰部及其他女性生殖器官,0.7,0.78
2004,不分男女,嘉義市,陰道、外陰部及其他女性生殖器官,0.28,0.37
2004,不分男女,新北市,陰道、外陰部及其他女性生殖器官,0.48,0.49
2004,不分男女,桃園縣,陰道、外陰部及其他女性生殖器官,0.66,0.7
2004,不分男女,新竹縣,陰道、外陰部及其他女性生殖器官,0.37,0.43
2004,不分男女,宜蘭縣,陰道、外陰部及其他女性生殖器官,0.34,0.43
2004,不分男女,苗栗縣,陰道、外陰部及其他女性生殖器官,0.44,0.71
2004,不分男女,彰化縣,陰道、外陰部及其他女性生殖器官,0.33,0.38
2004,不分男女,南投縣,陰道、外陰部及其他女性生殖器官,0.28,0.37
2004,不分男女,雲林縣,陰道、外陰部及其他女性生殖器官,0.6,0.68
2004,不分男女,嘉義縣,陰道、外陰部及其他女性生殖器官,0.43,0.54
2004,不分男女,屏東縣,陰道、外陰部及其他女性生殖器官,0.52,0.67
2004,不分男女,花蓮縣,陰道、外陰部及其他女性生殖器官,0.6,0.86
2004,女,全國,陰道、外陰部及其他女性生殖器官,0.97,1.14
2004,女,台北市,陰道、外陰部及其他女性生殖器官,0.9,1.2
2004,女,台中市,陰道、外陰部及其他女性生殖器官,1.21,1.26
2004,女,台南市,陰道、外陰部及其他女性生殖器官,0.97,1.2
2004,女,高雄市,陰道、外陰部及其他女性生殖器官,1,1.11
2004,女,基隆市,陰道、外陰部及其他女性生殖器官,0.88,1.04
2004,女,新竹市,陰道、外陰部及其他女性生殖器官,1.41,1.57
2004,女,嘉義市,陰道、外陰部及其他女性生殖器官,0.58,0.74
2004,女,新北市,陰道、外陰部及其他女性生殖器官,0.97,0.98
2004,女,桃園縣,陰道、外陰部及其他女性生殖器官,1.52,1.43
2004,女,新竹縣,陰道、外陰部及其他女性生殖器官,0.74,0.89
2004,女,宜蘭縣,陰道、外陰部及其他女性生殖器官,0.69,0.89
2004,女,苗栗縣,陰道、外陰部及其他女性生殖器官,0.86,1.5
2004,女,彰化縣,陰道、外陰部及其他女性生殖器官,0.68,0.79
2004,女,南投縣,陰道、外陰部及其他女性生殖器官,0.55,0.77
2004,女,雲林縣,陰道、外陰部及其他女性生殖器官,1.38,1.43
2004,女,嘉義縣,陰道、外陰部及其他女性生殖器官,0.88,1.14
2004,女,屏東縣,陰道、外陰部及其他女性生殖器官,1.07,1.39
2004,女,花蓮縣,陰道、外陰部及其他女性生殖器官,1.33,1.81
2005,不分男女,全國,陰道、外陰部及其他女性生殖器官,0.51,0.61
2005,不分男女,台北市,陰道、外陰部及其他女性生殖器官,0.39,0.5
2005,不分男女,台中市,陰道、外陰部及其他女性生殖器官,0.5,0.51
2005,不分男女,台南市,陰道、外陰部及其他女性生殖器官,0.32,0.43
2005,不分男女,高雄市,陰道、外陰部及其他女性生殖器官,0.37,0.44
2005,不分男女,基隆市,陰道、外陰部及其他女性生殖器官,0.69,0.77
2005,不分男女,新竹市,陰道、外陰部及其他女性生殖器官,0.59,0.51
2005,不分男女,嘉義市,陰道、外陰部及其他女性生殖器官,0.32,0.37
2005,不分男女,新北市,陰道、外陰部及其他女性生殖器官,0.61,0.62
2005,不分男女,桃園縣,陰道、外陰部及其他女性生殖器官,0.58,0.59
2005,不分男女,新竹縣,陰道、外陰部及其他女性生殖器官,0.31,0.42
2005,不分男女,宜蘭縣,陰道、外陰部及其他女性生殖器官,0.78,1.08
2005,不分男女,苗栗縣,陰道、外陰部及其他女性生殖器官,0.4,0.54
2005,不分男女,彰化縣,陰道、外陰部及其他女性生殖器官,0.51,0.61
2005,不分男女,南投縣,陰道、外陰部及其他女性生殖器官,0.23,0.37
2005,不分男女,雲林縣,陰道、外陰部及其他女性生殖器官,0.72,0.95
2005,不分男女,嘉義縣,陰道、外陰部及其他女性生殖器官,0.45,0.72
2005,不分男女,屏東縣,陰道、外陰部及其他女性生殖器官,1.41,1.89
2005,不分男女,花蓮縣,陰道、外陰部及其他女性生殖器官,0.24,0.29
2005,不分男女,台東縣,陰道、外陰部及其他女性生殖器官,0.67,0.84
2005,不分男女,金門縣,陰道、外陰部及其他女性生殖器官,1.37,1.42
2005,女,全國,陰道、外陰部及其他女性生殖器官,1.03,1.23
2005,女,台北市,陰道、外陰部及其他女性生殖器官,0.75,0.97
2005,女,台中市,陰道、外陰部及其他女性生殖器官,1.03,1.02
2005,女,台南市,陰道、外陰部及其他女性生殖器官,0.63,0.87
2005,女,高雄市,陰道、外陰部及其他女性生殖器官,0.74,0.89
2005,女,基隆市,陰道、外陰部及其他女性生殖器官,1.34,1.56
2005,女,新竹市,陰道、外陰部及其他女性生殖器官,1.14,1.03
2005,女,嘉義市,陰道、外陰部及其他女性生殖器官,0.62,0.73
2005,女,新北市,陰道、外陰部及其他女性生殖器官,1.24,1.24
2005,女,桃園縣,陰道、外陰部及其他女性生殖器官,1.2,1.19
2005,女,新竹縣,陰道、外陰部及其他女性生殖器官,0.65,0.87
2005,女,宜蘭縣,陰道、外陰部及其他女性生殖器官,1.47,2.23
2005,女,苗栗縣,陰道、外陰部及其他女性生殖器官,0.78,1.13
2005,女,彰化縣,陰道、外陰部及其他女性生殖器官,0.99,1.26
2005,女,南投縣,陰道、外陰部及其他女性生殖器官,0.45,0.78
2005,女,雲林縣,陰道、外陰部及其他女性生殖器官,1.41,2.01
2005,女,嘉義縣,陰道、外陰部及其他女性生殖器官,0.91,1.51
2005,女,屏東縣,陰道、外陰部及其他女性生殖器官,2.89,3.93
2005,女,花蓮縣,陰道、外陰部及其他女性生殖器官,0.51,0.6
2005,女,台東縣,陰道、外陰部及其他女性生殖器官,1.29,1.78
2005,女,金門縣,陰道、外陰部及其他女性生殖器官,2.96,3.01
2006,不分男女,全國,陰道、外陰部及其他女性生殖器官,0.43,0.52
2006,不分男女,台北市,陰道、外陰部及其他女性生殖器官,0.4,0.57
2006,不分男女,台中市,陰道、外陰部及其他女性生殖器官,0.53,0.5
2006,不分男女,台南市,陰道、外陰部及其他女性生殖器官,0.24,0.32
2006,不分男女,高雄市,陰道、外陰部及其他女性生殖器官,0.45,0.54
2006,不分男女,基隆市,陰道、外陰部及其他女性生殖器官,0.36,0.51
2006,不分男女,新竹市,陰道、外陰部及其他女性生殖器官,0.47,0.51
2006,不分男女,新北市,陰道、外陰部及其他女性生殖器官,0.4,0.42
2006,不分男女,桃園縣,陰道、外陰部及其他女性生殖器官,0.59,0.58
2006,不分男女,新竹縣,陰道、外陰部及其他女性生殖器官,0.63,0.82
2006,不分男女,宜蘭縣,陰道、外陰部及其他女性生殖器官,0.31,0.43
2006,不分男女,苗栗縣,陰道、外陰部及其他女性生殖器官,0.3,0.36
2006,不分男女,彰化縣,陰道、外陰部及其他女性生殖器官,0.45,0.53
2006,不分男女,南投縣,陰道、外陰部及其他女性生殖器官,0.57,0.75
2006,不分男女,雲林縣,陰道、外陰部及其他女性生殖器官,0.48,0.69
2006,不分男女,嘉義縣,陰道、外陰部及其他女性生殖器官,1.01,1.44
2006,不分男女,屏東縣,陰道、外陰部及其他女性生殖器官,0.34,0.45
2006,不分男女,花蓮縣,陰道、外陰部及其他女性生殖器官,0.65,0.87
2006,女,全國,陰道、外陰部及其他女性生殖器官,0.85,1.05
2006,女,台北市,陰道、外陰部及其他女性生殖器官,0.78,1.11
2006,女,台中市,陰道、外陰部及其他女性生殖器官,1.03,1.01
2006,女,台南市,陰道、外陰部及其他女性生殖器官,0.48,0.65
2006,女,高雄市,陰道、外陰部及其他女性生殖器官,0.92,1.1
2006,女,基隆市,陰道、外陰部及其他女性生殖器官,0.75,1.04
2006,女,新竹市,陰道、外陰部及其他女性生殖器官,0.9,1.02
2006,女,新北市,陰道、外陰部及其他女性生殖器官,0.8,0.85
2006,女,桃園縣,陰道、外陰部及其他女性生殖器官,1.21,1.17
2006,女,新竹縣,陰道、外陰部及其他女性生殖器官,1.27,1.7
2006,女,宜蘭縣,陰道、外陰部及其他女性生殖器官,0.64,0.89
2006,女,苗栗縣,陰道、外陰部及其他女性生殖器官,0.6,0.75
2006,女,彰化縣,陰道、外陰部及其他女性生殖器官,0.9,1.1
2006,女,南投縣,陰道、外陰部及其他女性生殖器官,1.14,1.55
2006,女,雲林縣,陰道、外陰部及其他女性生殖器官,0.9,1.45
2006,女,嘉義縣,陰道、外陰部及其他女性生殖器官,2.13,3.04
2006,女,屏東縣,陰道、外陰部及其他女性生殖器官,0.68,0.93
2006,女,花蓮縣,陰道、外陰部及其他女性生殖器官,1.43,1.82
2007,不分男女,全國,陰道、外陰部及其他女性生殖器官,0.55,0.68
2007,不分男女,台北市,陰道、外陰部及其他女性生殖器官,0.55,0.8
2007,不分男女,台中市,陰道、外陰部及其他女性生殖器官,0.66,0.69
2007,不分男女,台南市,陰道、外陰部及其他女性生殖器官,0.37,0.43
2007,不分男女,高雄市,陰道、外陰部及其他女性生殖器官,0.49,0.58
2007,不分男女,基隆市,陰道、外陰部及其他女性生殖器官,1,1.28
2007,不分男女,新竹市,陰道、外陰部及其他女性生殖器官,0.89,1
2007,不分男女,嘉義市,陰道、外陰部及其他女性生殖器官,0.29,0.37
2007,不分男女,新北市,陰道、外陰部及其他女性生殖器官,0.7,0.79
2007,不分男女,桃園縣,陰道、外陰部及其他女性生殖器官,0.58,0.67
2007,不分男女,新竹縣,陰道、外陰部及其他女性生殖器官,0.67,0.81
2007,不分男女,宜蘭縣,陰道、外陰部及其他女性生殖器官,1.05,1.52
2007,不分男女,苗栗縣,陰道、外陰部及其他女性生殖器官,0.14,0.18
2007,不分男女,彰化縣,陰道、外陰部及其他女性生殖器官,0.44,0.53
2007,不分男女,南投縣,陰道、外陰部及其他女性生殖器官,0.62,0.75
2007,不分男女,雲林縣,陰道、外陰部及其他女性生殖器官,0.46,0.69
2007,不分男女,嘉義縣,陰道、外陰部及其他女性生殖器官,0.14,0.18
2007,不分男女,屏東縣,陰道、外陰部及其他女性生殖器官,0.75,1.01
2007,不分男女,花蓮縣,陰道、外陰部及其他女性生殖器官,0.53,0.58
2007,女,全國,陰道、外陰部及其他女性生殖器官,1.1,1.37
2007,女,台北市,陰道、外陰部及其他女性生殖器官,1.06,1.55
2007,女,台中市,陰道、外陰部及其他女性生殖器官,1.36,1.38
2007,女,台南市,陰道、外陰部及其他女性生殖器官,0.72,0.87
2007,女,高雄市,陰道、外陰部及其他女性生殖器官,0.99,1.17
2007,女,基隆市,陰道、外陰部及其他女性生殖器官,1.99,2.6
2007,女,新竹市,陰道、外陰部及其他女性生殖器官,1.72,2.01
2007,女,嘉義市,陰道、外陰部及其他女性生殖器官,0.57,0.72
2007,女,新北市,陰道、外陰部及其他女性生殖器官,1.39,1.58
2007,女,桃園縣,陰道、外陰部及其他女性生殖器官,1.24,1.36
2007,女,新竹縣,陰道、外陰部及其他女性生殖器官,1.34,1.67
2007,女,宜蘭縣,陰道、外陰部及其他女性生殖器官,2.09,3.12
2007,女,苗栗縣,陰道、外陰部及其他女性生殖器官,0.3,0.37
2007,女,彰化縣,陰道、外陰部及其他女性生殖器官,0.87,1.1
2007,女,南投縣,陰道、外陰部及其他女性生殖器官,1.28,1.55
2007,女,雲林縣,陰道、外陰部及其他女性生殖器官,0.94,1.45
2007,女,嘉義縣,陰道、外陰部及其他女性生殖器官,0.32,0.38
2007,女,屏東縣,陰道、外陰部及其他女性生殖器官,1.5,2.09
2007,女,花蓮縣,陰道、外陰部及其他女性生殖器官,1.06,1.21
2008,不分男女,全國,陰道、外陰部及其他女性生殖器官,0.56,0.71
2008,不分男女,台北市,陰道、外陰部及其他女性生殖器官,0.28,0.5
2008,不分男女,台中市,陰道、外陰部及其他女性生殖器官,0.51,0.57
2008,不分男女,台南市,陰道、外陰部及其他女性生殖器官,0.52,0.69
2008,不分男女,高雄市,陰道、外陰部及其他女性生殖器官,0.74,0.87
2008,不分男女,基隆市,陰道、外陰部及其他女性生殖器官,0.68,1.03
2008,不分男女,新竹市,陰道、外陰部及其他女性生殖器官,0.25,0.25
2008,不分男女,嘉義市,陰道、外陰部及其他女性生殖器官,1.02,1.1
2008,不分男女,新北市,陰道、外陰部及其他女性生殖器官,0.78,0.89
2008,不分男女,桃園縣,陰道、外陰部及其他女性生殖器官,0.85,0.87
2008,不分男女,新竹縣,陰道、外陰部及其他女性生殖器官,0.86,0.99
2008,不分男女,宜蘭縣,陰道、外陰部及其他女性生殖器官,0.13,0.22
2008,不分男女,苗栗縣,陰道、外陰部及其他女性生殖器官,0.67,1.07
2008,不分男女,彰化縣,陰道、外陰部及其他女性生殖器官,0.66,0.84
2008,不分男女,南投縣,陰道、外陰部及其他女性生殖器官,0.35,0.56
2008,不分男女,雲林縣,陰道、外陰部及其他女性生殖器官,0.24,0.41
2008,不分男女,嘉義縣,陰道、外陰部及其他女性生殖器官,0.28,0.36
2008,不分男女,屏東縣,陰道、外陰部及其他女性生殖器官,0.26,0.34
2008,不分男女,花蓮縣,陰道、外陰部及其他女性生殖器官,0.55,0.59
2008,不分男女,台東縣,陰道、外陰部及其他女性生殖器官,1.17,1.73
2008,女,全國,陰道、外陰部及其他女性生殖器官,1.1,1.44
2008,女,台北市,陰道、外陰部及其他女性生殖器官,0.57,0.96
2008,女,台中市,陰道、外陰部及其他女性生殖器官,0.98,1.14
2008,女,台南市,陰道、外陰部及其他女性生殖器官,1.01,1.4
2008,女,高雄市,陰道、外陰部及其他女性生殖器官,1.44,1.75
2008,女,基隆市,陰道、外陰部及其他女性生殖器官,1.38,2.08
2008,女,新竹市,陰道、外陰部及其他女性生殖器官,0.44,0.49
2008,女,嘉義市,陰道、外陰部及其他女性生殖器官,1.9,2.17
2008,女,新北市,陰道、外陰部及其他女性生殖器官,1.55,1.77
2008,女,桃園縣,陰道、外陰部及其他女性生殖器官,1.73,1.76
2008,女,新竹縣,陰道、外陰部及其他女性生殖器官,1.8,2.06
2008,女,宜蘭縣,陰道、外陰部及其他女性生殖器官,0.22,0.44
